NASDAQ: GOOG, 4
NASDAQ: GOOGL, 4
NASDAQ: AMZN, 5
NASDAQ: GO, 4
NYSE: CM, 4
NYSE: CMG, 4
NYSE: C, 9
NASDAQ: ANGI, 4
NASDAQ: WIFI, 4
NYSE: V, 4
NASDAQ: LOVE, 4
NASDAQ: NDLS, 2
NASDAQ: MESA, 4
NYSE: EC, 4
NYSE: E, 6
NASDAQ: HEAR, 4
NASDAQ: REAL, 4
NYSE: CR, 2
NYSE: ORCL, 2
NYSE: ORC, 2
NYSE: OR, 2
NYSE: O, 2
NYSE: CRM, 2
NASDAQ: GLUU, 2
NASDAQ: AAL, 2
NASDAQ: UAL, 2
NYSE: ERJ, 2
NYSE: K, 2
NYSE: KGC, 2
NYSE: SHOP, 2
NYSE: S, 10
NYSE: SHO, 2
NASDAQ: CROX, 4
NASDAQ: FOSL, 4
NYSE: W, 4
NYSE: WHR, 4
NYSE: WH, 4
NASDAQ: MSFT, 4
NYSE: SNE, 4
NYSE: GME, 2
NYSE: GM, 2
NYSE: G, 2
NYSE: B, 1
NYSE: BMY, 1
NYSE: MO, 1
NYSE: M, 1
NYSE: NEM, 1
NYSE: NE, 1
NASDAQ: CRON, 1
NASDAQ: Z, 1
NASDAQ: ZN, 1
NASDAQ: ZNGA, 1
NASDAQ: SIRI, 1
NYSE: F, 2
NYSE: FSK, 1
NASDAQ: GT, 1
NYSE: CCL, 1
NYSE: CC, 1
NYSE: HBI, 1
NYSE: H, 1
NYSE: RC, 1
NYSE: RCL, 1
NYSE: R, 1
NYSE: NC, 1
NYSE: NCLH, 1
NASDAQ: AMRN, 2
NYSE: IMAX, 2
NYSE: I, 2
NYSE: SQ, 2
NYSE: CVNA, 2
NASDAQ: ROKU, 2
NYSE: SM, 2
NYSE: SMAR, 2
NASDAQ: SDC, 2
NYSE: T, 1
NYSE: TDOC, 1
NYSE: TD, 1
NYSE: A, 1
NYSE: ADS, 1
NYSE: DRI, 1
NYSE: D, 1
NYSE: FLS, 1
NYSE: FL, 1
NASDAQ: EXPE, 1
NASDAQ: WDC, 1
NASDAQ: STX, 1
NASDAQ: FLIR, 1
