NASDAQ: COST, 2
NASDAQ: KNSL, 2
NYSE: FN, 2
NYSE: WFC, 2
NYSE: CC, 2
NYSE: WF, 2
NASDAQ: SEDG, 2
NASDAQ: SBUX, 2
NASDAQ: NVDA, 2
NYSE: CCL, 2
NYSE: PFS, 2
NASDAQ: ROKU, 2
NYSE: F, 2
NYSE: K, 2
NYSE: CVS, 2
NYSE: BR, 2
NYSE: T, 4
NYSE: WMT, 4
NYSE: W, 8
NYSE: BRK.B, 2
NYSE: UBER, 2
NYSE: BABA, 2
NASDAQ: AMZN, 4
NYSE: KO, 2
NYSE: PRU, 2
NYSE: C, 4
NYSE: BRK.A, 2
NYSE: D, 2
NYSE: WM, 6
NYSE: VLO, 2
NYSE: PFSI, 2
NYSE: DIS, 2
NYSE: B, 4
NASDAQ: ENPH, 2
NASDAQ: AAPL, 2
NYSE: FNV, 2
NYSE: V, 2
NYSE: BA, 2
