NYSE: BAC, 1
NYSE: B, 6
NYSE: BA, 1
NYSE: JPM, 1
NYSE: J, 1
NYSE: JP, 1
NYSE: W, 3
NYSE: WFC, 3
NYSE: WF, 3
NYSE: G, 1
NYSE: GS, 1
NYSE: C, 2
NYSE: D, 1
NYSE: DIS, 1
NASDAQ: CHTR, 1
NASDAQ: CMCSA, 1
NYSE: T, 5
NASDAQ: NFLX, 3
NYSE: BMY, 1
NYSE: CVS, 1
NASDAQ: ALXN, 1
NYSE: TEVA, 2
NASDAQ: JAZZ, 1
NASDAQ: AAPL, 3
NYSE: M, 3
NYSE: MA, 1
NYSE: BRK.A, 1
NYSE: BR, 2
NYSE: BRK.B, 1
NYSE: V, 1
NASDAQ: Z, 1
NASDAQ: ZM, 1
NASDAQ: GOOG, 2
NASDAQ: GOOGL, 2
NASDAQ: AMZN, 2
NASDAQ: FB, 2
NASDAQ: GO, 2
NASDAQ: PACW, 2
NASDAQ: KHC, 2
NYSE: BP, 2
NYSE: XOM, 2
NYSE: HR, 2
NYSE: HSY, 2
NYSE: HRL, 2
NYSE: H, 2
NYSE: MKC, 2
NYSE: TAP, 2
NYSE: X, 2
