NASDAQ: AAPL, 5
NASDAQ: INTC, 3
NYSE: VZ, 5
NYSE: V, 5
NASDAQ: AMZN, 3
NYSE: STZ, 2
NYSE: ST, 2
NYSE: S, 2
NYSE: F, 2
NYSE: T, 3
NASDAQ: AAXN, 2
NASDAQ: GOOG, 5
NASDAQ: GO, 5
NASDAQ: VXUS, 2
NASDAQ: NFLX, 3
NYSE: GM, 2
NYSE: G, 2
NASDAQ: FB, 3
NYSE: W, 3
NASDAQ: IRBT, 2
NASDAQ: GOOGL, 3
NASDAQ: ISRG, 2
NASDAQ: TER, 2
NASDAQ: TERP, 2
NASDAQ: CTRE, 2
NYSE: OKE, 2
NYSE: O, 2
NYSE: B, 3
NYSE: BIP, 2
NASDAQ: LULU, 2
NYSE: XOM, 1
NYSE: X, 1
NYSE: BP, 1
NYSE: HSY, 1
NYSE: H, 2
NASDAQ: KHC, 1
NYSE: M, 1
NYSE: MKC, 1
NYSE: HR, 1
NYSE: HRL, 1
NYSE: TAP, 1
NYSE: WFC, 1
NYSE: WF, 1
NASDAQ: PACW, 1
