NASDAQ: GH, 1
NYSE: E, 2
NYSE: EPD, 2
NYSE: ABB, 1
NYSE: ABBV, 1
NYSE: A, 3
NYSE: AB, 1
NASDAQ: LSCC, 1
NASDAQ: ENPH, 1
NASDAQ: MANT, 1
NASDAQ: AAXN, 1
NASDAQ: OLED, 1
NYSE: HE, 1
NYSE: HEI, 1
NYSE: H, 1
NASDAQ: KLAC, 1
NASDAQ: NFLX, 1
NASDAQ: Z, 2
NASDAQ: AAPL, 2
NASDAQ: MSFT, 2
NASDAQ: TSLA, 2
NYSE: SHOP, 2
NYSE: S, 2
NYSE: SHO, 2
NYSE: SPCE, 2
NASDAQ: ZM, 1
NYSE: MMM, 1
NYSE: M, 1
NASDAQ: SBUX, 1
NYSE: AXP, 1
NYSE: AX, 1
NYSE: C, 2
NYSE: CVS, 1
NYSE: NEE, 1
NYSE: NE, 1
NASDAQ: AVGO, 1
NASDAQ: SSRM, 1
NYSE: XOM, 1
NYSE: X, 1
NYSE: CVX, 1
NASDAQ: CSCO, 1
NYSE: ANET, 1
NYSE: AN, 1
NYSE: PANW, 1
