NYSE: B, 5
NYSE: BIP, 1
NYSE: BA, 2
NYSE: BAM, 1
NASDAQ: AMZN, 1
NYSE: BRK.A, 1
NYSE: BR, 2
NYSE: BRK.B, 1
NYSE: DAL, 1
NYSE: D, 1
NYSE: T, 2
NYSE: TEVA, 1
NASDAQ: FANG, 1
NYSE: PAA, 1
NYSE: M, 1
NYSE: MPC, 1
NYSE: C, 3
NYSE: CR, 1
NYSE: CRM, 1
NYSE: TWTR, 1
NYSE: GOLD, 1
NYSE: G, 1
NYSE: GOL, 1
NYSE: NEM, 1
NYSE: NE, 1
NYSE: XOM, 1
NYSE: X, 1
NYSE: CVX, 1
NYSE: SLB, 1
NYSE: S, 1
NYSE: HAL, 1
NYSE: H, 1
NYSE: BAC, 1
NYSE: JPM, 1
NYSE: J, 1
NYSE: JP, 1
NYSE: W, 1
NYSE: WFC, 1
NYSE: WF, 1
NASDAQ: ERI, 1
NASDAQ: PENN, 1
NASDAQ: WYNN, 1
