NASDAQ: ALXN, 4
NYSE: CI, 4
NYSE: C, 6
NYSE: HCA, 4
NYSE: H, 4
NASDAQ: APLS, 2
NYSE: B, 4
NYSE: BA, 2
NASDAQ: PLAY, 2
NYSE: SE, 2
NYSE: SEAS, 2
NYSE: S, 6
NYSE: SI, 2
NYSE: SIX, 2
NASDAQ: UAL, 2
NASDAQ: AAL, 2
NYSE: CCL, 2
NYSE: CC, 2
NYSE: A, 2
NYSE: AMC, 2
NYSE: AM, 2
NYSE: DIN, 2
NYSE: D, 2
NASDAQ: DENN, 2
NASDAQ: Z, 1
NASDAQ: ZN, 1
NASDAQ: ZNGA, 1
NASDAQ: SIRI, 1
NYSE: F, 3
NYSE: FSK, 1
NASDAQ: AMZN, 2
NYSE: STZ, 2
NYSE: ST, 2
NYSE: T, 2
NASDAQ: AAXN, 2
NASDAQ: GOOG, 4
NASDAQ: GO, 4
NASDAQ: VXUS, 2
NASDAQ: NFLX, 2
NYSE: GM, 2
NYSE: G, 2
NASDAQ: FB, 2
NYSE: W, 2
NASDAQ: IRBT, 2
NYSE: VZ, 2
NYSE: V, 2
NASDAQ: GOOGL, 2
NASDAQ: ISRG, 2
NASDAQ: TER, 2
NASDAQ: TERP, 2
NASDAQ: CTRE, 2
NYSE: OKE, 2
NYSE: O, 2
NYSE: BIP, 2
NASDAQ: LULU, 2
