EQ, 1
GT, 1
CRWD, 1
EA, 1
LX, 1
LK, 1
MOR, 1
NFLX, 1
CFA, 1
NVDA, 2
AMD, 1
QQQ, 1
CG, 1
ENT, 2
ISEM, 2
Z, 1
SP, 2
TA, 3
OMP, 1
