Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-02-26,2.04,2.1,2.03,2.07,7911456.0,0.0,1.0,2.04,2.1,2.03,2.07,7911456.0
2016-02-25,2.02,2.04,1.98,2.03,5614399.0,0.0,1.0,2.02,2.04,1.98,2.03,5614399.0
2016-02-24,1.98,2.04,1.93,2.02,6906231.0,0.0,1.0,1.98,2.04,1.93,2.02,6906231.0
2016-02-23,2.04,2.06,1.97,1.97,6710579.0,0.0,1.0,2.04,2.06,1.97,1.97,6710579.0
2016-02-22,1.94,2.04,1.925,2.01,9895491.0,0.0,1.0,1.94,2.04,1.925,2.01,9895491.0
2016-02-19,1.93,1.93,1.83,1.91,7784114.0,0.0,1.0,1.93,1.93,1.83,1.91,7784114.0
2016-02-18,1.93,1.98,1.9,1.91,10823412.0,0.0,1.0,1.93,1.98,1.9,1.91,10823412.0
2016-02-17,1.85,1.94,1.85,1.9,13770167.0,0.0,1.0,1.85,1.94,1.85,1.9,13770167.0
2016-02-16,1.86,1.9,1.82,1.83,11853372.0,0.0,1.0,1.86,1.9,1.82,1.83,11853372.0
2016-02-12,1.89,1.91,1.82,1.83,9957298.0,0.0,1.0,1.89,1.91,1.82,1.83,9957298.0
2016-02-11,1.82,1.94,1.81,1.86,7858282.0,0.0,1.0,1.82,1.94,1.81,1.86,7858282.0
2016-02-10,1.92,1.98,1.83,1.84,9466130.0,0.0,1.0,1.92,1.98,1.83,1.84,9466130.0
2016-02-09,1.89,1.995,1.85,1.9,14991465.0,0.0,1.0,1.89,1.995,1.85,1.9,14991465.0
2016-02-08,1.97,1.98,1.87,1.93,11588981.0,0.0,1.0,1.97,1.98,1.87,1.93,11588981.0
